stock_code,stock_name,sw_industry,year,label,ar_turnover,asset_turnover,cash_interest_coverage,current_asset_turnover,current_ratio,debt_to_asset,debt_to_equity,ebit,eps,fixed_asset_turnover,gross_margin,inventory_turnover,net_assets_growth,net_margin,net_profit_growth,ocf_per_share,operating_cash_flow,operating_income_ratio,operating_margin,quick_ratio,retained_earnings,revenue_growth,roa,roe,top10_holders_pct,total_assets,total_assets_growth,total_revenue,working_capital,audit_opinion_code,is_non_standard_audit
002052.SZ,同洲电子,黑色家电,2023,0,3.1143,0.5657,-1528.1527108671,1.0017,0.5887,101.6703,46.7112,-81679625.68,-0.1,5.5983,-4.3662,5.8703,-89.939824208211,-35.3353,-57.1398,-0.0262,-19524559.25,,-33.1455,0.3265,-1760460078.24,-7.9299,-19.6966,-85.3665,39.02,388110230.91,-12.0466,234601529.52,-137161278.52,1.0,1
003007.SZ,直真科技,软件开发,2021,0,1.6724,0.319,-18922.480187905,0.422,3.6815,19.4178,0.242,-72967636.34,-0.68,2.6237,42.8535,4.3159,-11.41074203675,-21.5211,-205.769,-0.3963,-41217943.56,,-22.2067,3.3655,330174395.21,-24.6191,-6.9611,-17.9107,73.86,1011699560.22,-6.734,334359784.18,497474799.6,0.0,0
002425.SZ,凯撒文化,游戏Ⅱ,2022,1,1.2552,0.1142,1022.2522330032,0.4499,2.2679,11.7135,0.1367,-760876789.83,-0.7226,69.2255,9.4826,,-14.142288839681,-124.3055,-1114.0344,0.11,107724353.95,,-123.1712,1.8332,581304720.32,-33.4002,-13.9914,-16.2135,27.68,5027663969.26,-14.0372,621264570.71,667665742.71,0.0,0
300462.SZ,ST华铭,计算机设备,2023,1,1.1225,0.2662,972.51772000185,0.3509,3.5309,32.0832,0.4817,-9482959.82,-0.03,9.756,31.3469,1.0393,-6.47919695041,-0.6991,-109.5793,0.6165,111721254.36,,-3.6742,2.4845,484235447.53,-3.6917,-0.4202,-4.3617,42.35,2188533011.1,-5.8911,600791627.85,1178893756.63,0.0,0
000989.SZ,九芝堂,中药Ⅱ,2022,1,8.7219,0.5751,13182.63181764,1.0826,2.3576,24.6827,0.3274,451810303.2,0.4182,2.7064,58.7297,1.6058,0.35077378738058,11.6884,32.246,0.5831,499132759.89,51.2417,14.9714,1.7071,1592400529.27,-19.843,8.5657,2.143,58.99,5283715051.58,0.3453,3033265859.73,1636144250.43,0.0,0
600503.SH,华丽家族,房地产开发,2023,0,59.0984,0.0355,-17811.836713616,0.0478,5.5241,14.0366,0.1626,78238652.89,0.0362,4.0664,58.5816,0.0366,-1.8652254267106,34.3904,-24.2092,-0.2168,-347304714.45,64.3032,54.8505,1.5777,1575680293.51,-23.6366,1.7196,-0.4848,18.09,4223037446.68,-13.4015,161477429.63,2596054361.43,0.0,0
603869.SH,ST智知,IT服务Ⅱ,2022,1,0.9234,0.1945,-537.19729352674,0.281,3.7514,18.0268,0.2215,-12769937.63,0.04,2.6955,33.4339,4.8264,-0.1977445034911,2.0915,-36.9456,-0.0619,-31210016.16,-492.1501,0.2517,3.1619,872600604.91,10.965,-0.2579,-0.2685,63.65,4836188233.4,-4.5508,962929945.54,2364888494.93,0.0,0
002748.SZ,世龙实业,化学原料,2022,1,29.0327,1.2931,563.98189907523,4.1819,1.3191,34.9682,0.5524,232652707.45,0.751,2.3337,17.7438,12.183,15.303356179256,6.9552,-7.8883,0.39,93806074.31,106.2777,8.8605,0.9062,770960481.22,19.182,11.6078,-3.9559,60.24,2119744392.08,12.2265,2591724266.92,182520777.74,0.0,0
300096.SZ,ST易联众,IT服务Ⅱ,2022,1,2.2455,0.3537,-1325.1822997317,0.6077,0.8466,71.3207,3.2508,-350018403.21,-0.7438,7.9732,57.6831,1.4475,-51.763712203016,-74.1505,-192.6941,-0.281,-120834468.82,,-66.3552,0.5575,-214709043.34,-38.0977,-22.9588,-52.5473,35.8,1379003291.77,-17.4298,539169940.15,-148565001.94,0.0,0
605081.SH,*ST太和,环境治理,2023,1,0.3267,0.1019,-50018.570542089,0.139,4.2503,22.042,0.283,-242239820.68,-2.54,0.7654,6.0302,3.1785,-18.01003426892,-157.1666,-79.3064,-0.5525,-62565748.97,,-125.8684,4.042,-35160041.36,-10.8943,-13.4859,-10.4401,44.91,1680635157.5,-12.0939,183029511.48,896236643.4,0.0,0
002062.SZ,宏润建设,基础建设,2023,0,3.5563,0.4018,906.38125862623,0.5198,1.2231,70.864,2.5442,497008725.05,0.31,6.7408,15.188,2.7892,5.7844247171803,5.9124,-6.9515,0.9185,1012606895.49,86.3461,7.0171,1.0146,3167733072.16,-26.1323,3.1077,-1.1442,58.6,15600933131.48,-4.783,6425664306.1,2170614447.53,0.0,0
002917.SZ,金奥博,化学制品,2022,0,3.1925,0.4578,-87.359853139683,0.83,1.5141,44.6647,0.9408,2613462.57,0.074,2.0879,26.9098,4.4096,88.732022832054,-1.6976,-36.6957,-0.0814,-28278491.25,,-1.6732,1.2606,303935977.86,46.36,0.1003,-2.9421,59.07,3060677777.88,42.3019,1192994857.32,599923124.06,0.0,0
300716.SZ,*ST泉为,光伏设备,2023,1,8.2457,0.9435,427.52633068375,2.0032,0.472,75.5108,5.6692,-133930886.21,-0.8659,3.4288,5.7737,6.2068,-49.486754919801,-14.3792,-1838.0866,0.5408,86532816.78,,-12.0678,0.2224,-469307279.29,-8.7243,-10.8418,-66.0944,39.9,1101066114.53,-19.6045,1165481751.18,-357183000.42,0.0,0
300896.SZ,爱美客,医疗美容,2021,0,28.3413,0.2926,44157.728201308,0.354,21.2964,4.4669,0.0468,1069766356.58,4.43,10.1343,93.6963,2.9566,10.934225061189,66.12,117.8058,4.3575,942779508.0,95.8929,77.8122,20.8083,1406087282.07,104.1297,21.6169,3.0937,67.31,5264825778.13,13.6456,1447872001.48,3624663517.18,0.0,0
300205.SZ,*ST天喻,通信设备,2022,1,3.6217,0.5561,329.02731527286,0.8808,1.2051,54.421,1.202,122327869.39,0.201,5.4507,30.2038,3.2029,6.2873851393866,4.8227,157.6773,0.2377,102217306.5,69.0802,5.7574,0.9434,420896639.8,25.2729,3.7964,16.9789,48.97,3285529940.48,4.0077,1791779939.08,356010912.67,2.0,1
002848.SZ,*ST高斯,黑色家电,2023,1,1.76,0.5722,66.709333159812,0.9149,0.8907,68.0577,2.1329,-70755177.81,-0.4913,2.3207,7.2337,2.9333,-37.205185923001,-28.3844,-1381.6918,0.0532,8889998.11,,-28.9076,0.6783,-268953426.44,-22.4773,-13.7688,-43.2082,40.02,435174646.52,-26.5633,294040174.12,-31193657.63,0.0,0
603023.SH,威帝股份,汽车零部件,2022,1,1.5711,0.0929,-19319.942505757,0.116,16.1011,5.5523,0.0585,-11665123.84,0.008,0.5889,37.2287,0.4383,0.57737126373827,1.1039,-34.1517,-0.0221,-12403636.86,,-2.1361,13.0788,121196324.18,4.47,-1.461,-0.305,61.15,808832167.95,2.6348,74170420.07,589034711.83,0.0,0
300555.SZ,ST路通,通信设备,2021,1,0.7722,0.2399,-2901.2240865723,0.2936,4.0813,20.033,0.2539,-18524863.98,-0.081,2.2343,18.1012,2.3429,-2.0524306285537,-7.8001,-577.2767,-0.2292,-45830576.26,,-11.5819,3.5141,253314201.24,2.2898,-2.312,-3.1035,40.58,793521269.84,-1.9116,192260289.14,484745887.46,2.0,1
301636.SZ,泽润新能,光伏设备,2023,0,3.8181,1.0727,8940.4945261063,1.32,1.5843,53.6793,1.1589,134497160.62,2.51,9.5121,26.5503,7.5093,40.891762370006,14.2303,39.0611,3.79,181395932.14,93.129,16.219,1.4139,164938034.07,61.7675,17.088,-4.8834,,964784282.33,58.3197,844305955.06,287733561.51,0.0,0
603838.SH,*ST四通,家居用品,2023,1,2.4812,0.1711,,0.2646,28.3351,5.8582,0.0622,-38674421.16,-0.1168,0.6904,4.2297,1.4747,-4.7983736304139,-20.1087,-43.3824,-0.0294,-9414413.21,,-18.9863,23.3546,260911506.69,-21.6418,-3.5622,-1.2147,63.07,1057200749.89,-5.1113,185805013.84,667539940.1,0.0,0
002075.SZ,沙钢股份,特钢Ⅱ,2021,0,784.7015,1.2935,7493.2514860292,2.2549,1.5038,37.4521,0.9406,2661301124.0,0.51,4.5543,17.8582,7.919,17.290961682653,11.4217,71.251,1.3915,3070654574.17,89.0682,14.271,1.0827,4686922506.1,28.1414,18.621,6.8472,42.47,15394589855.74,16.721,18487246481.64,2800792494.43,0.0,0
300376.SZ,易事特,其他电源设备Ⅱ,2022,1,1.3279,0.3448,181.0094991446,0.6211,1.8773,51.1752,1.1135,665599388.9,0.16,1.2912,27.5478,3.3985,6.559300032041,8.6824,-28.0718,0.1825,424815483.54,77.7081,10.0329,1.4177,3653922674.22,18.9649,4.8407,-2.8036,60.23,14076290938.54,4.8589,4741640834.39,3774701973.89,0.0,0
301191.SZ,菲菱科思,通信设备,2022,0,7.3417,1.1579,4864.5968062474,1.329,2.9128,33.8272,0.5112,208370617.28,4.09,13.0002,15.4735,2.8671,214.38832407693,8.3045,15.6826,4.6361,247288407.48,89.1546,9.1844,2.0659,599976552.55,6.5417,10.2571,-21.6232,70.95,2386522723.27,42.3562,2352255017.36,1364599429.22,0.0,0
002721.SZ,金一文化,饰品,2021,1,1.0806,0.3257,90.684344421606,0.3867,0.9624,96.796,16.511,-1066078764.26,-1.35,7.6888,9.8793,0.7144,-73.182552559293,-48.4294,58.3921,0.4204,403528080.56,,-48.1168,0.3943,-3752728708.0,-24.2645,-11.767,-14.7546,53.92,8417709476.65,-13.2378,2950792946.32,-272696295.04,0.0,0
603609.SH,禾丰股份,饲料,2022,0,38.2293,2.3136,117.4784128426,5.2583,1.7102,45.712,0.9724,782377757.04,0.58,9.6788,6.0115,10.1901,11.932451578875,1.6369,333.2491,0.2135,196266510.34,75.2908,2.0011,0.6817,5422862571.36,11.3436,5.5165,5.7027,65.59,15393315399.76,18.6702,32811758209.54,2950755103.83,0.0,0
688136.SH,科兴制药,生物制品,2023,0,4.1152,0.4068,-222.65575405546,0.9894,1.692,46.1978,0.8612,-227578519.14,-0.96,1.6108,70.791,1.8408,-10.083601550341,-15.5267,-110.7424,-0.4374,-87135344.61,,-20.3514,1.3661,145303948.26,-4.3196,-7.3533,-6.2257,70.78,3031093090.3,-4.0402,1259035602.11,463629353.79,0.0,0
002093.SZ,国脉科技,教育,2021,0,2.8323,0.1164,-177.99820105743,0.1973,4.2175,17.1541,0.2061,112354946.27,0.0971,0.6774,67.8746,0.1075,2.6994087742781,20.7891,20.9534,-0.0121,-12204714.08,66.8274,22.7037,1.5194,1043602013.7,10.2552,2.7221,0.4356,56.67,4192953007.01,3.2257,480474456.51,1878838384.13,0.0,0
002028.SZ,思源电气,电网设备,2023,0,3.1682,0.7235,34972.052043322,0.9288,1.8796,43.0646,0.7769,1740627062.0,2.02,8.9176,29.4998,3.3027,13.23465098832,12.9094,27.748,2.9359,2272114969.14,86.4757,14.2703,1.4557,9386668651.32,18.2492,10.107,2.0317,48.72,18733339007.0,19.2405,12460028391.72,6905689802.81,0.0,0
002808.SZ,*ST恒久,光学光电子,2021,1,2.5104,0.396,547.73092986868,0.5307,2.3241,32.079,0.4738,-49717622.62,-0.161,2.6185,12.2275,2.5325,-11.123665381569,-21.4138,-2318.7141,0.0691,18578419.08,,-20.0668,1.8801,79271881.68,-21.0665,-8.2835,-10.0082,57.43,579770653.99,-6.5843,237676536.68,241585771.18,0.0,0
300820.SZ,英杰电气,其他电源设备Ⅱ,2021,0,9.8316,0.3806,3763.2380584537,0.4029,2.2196,42.5859,0.742,178596622.33,1.65,10.1875,42.1663,0.6564,12.168840251945,23.8459,50.5954,0.0962,9168514.24,82.8875,27.663,1.0884,606177236.88,56.8692,10.2985,0.8646,74.78,2071194104.26,48.237,659956402.43,1068031330.82,0.0,0
300052.SZ,中青宝,游戏Ⅱ,2023,1,3.1141,0.2801,2319.335569175,1.0844,0.7651,48.8295,0.9159,-45039423.95,-0.21,0.9402,32.9885,7.7746,-15.4113279774,-21.2415,6.2227,0.21,53712879.91,,-20.2317,0.4849,-97345310.48,-5.7194,-4.8692,-0.7368,21.26,897546691.5,-5.7613,259044827.65,-72815405.53,0.0,0
002822.SZ,ST中装,装修装饰Ⅱ,2022,1,1.9986,0.5543,-178.49289646004,0.6628,1.7526,61.8251,1.6775,148319966.15,0.02,18.767,12.8211,10.7715,-0.37044144361999,0.4035,-87.6208,-0.2951,-210631345.65,84.9834,0.9363,1.6276,1332088378.98,-16.9819,1.5775,-2.3085,40.74,9609526408.05,4.5062,5212020691.14,3383961550.17,0.0,0
603822.SH,ST嘉澳,化学制品,2023,1,23.1932,0.8235,422.75199996329,2.3278,0.5497,61.3454,2.1068,30092254.74,-0.0975,2.6576,5.2769,4.4105,-0.93465306985738,-0.1962,83.9209,4.1179,317721128.26,,-1.3503,0.2026,472569749.34,-16.9815,0.9295,4.1106,58.03,3512490630.95,18.5684,2666102742.63,-825143497.0,0.0,0
300125.SZ,*ST聆达,电力,2022,1,8.653,0.7203,754.66102124755,2.3257,0.8455,69.1144,2.2378,27767489.8,-0.06,1.3262,12.1182,28.0643,-1.0729267645367,-1.0596,76.1677,1.2639,335565386.7,,-0.6393,0.7395,-251162971.33,47.9391,1.2519,7.9738,32.41,2135437464.92,-7.1768,1597551813.25,-110798264.1,0.0,0
300419.SZ,ST浩丰,IT服务Ⅱ,2022,1,6.2947,0.8286,-2133.9908494417,1.0237,1.6354,45.7093,0.8419,51393826.87,0.11,9.1109,14.5544,2.8742,-23.379559973086,3.7652,214.5335,-0.4229,-155525651.31,71.5959,4.0681,0.8867,-324604250.74,78.9095,4.0198,9.9235,20.98,1127098935.14,-21.1797,1059391158.24,318047824.7,0.0,0
688175.SH,高凌信息,军工电子Ⅱ,2023,0,1.6852,0.1749,52010.58325719,0.1939,9.8499,9.4365,0.1041,40567835.29,0.5,10.1831,50.8663,1.5229,1.5024417878158,12.8856,-47.9156,0.7148,66410342.56,10.5747,13.2535,9.1249,265218691.79,-31.1254,1.9909,-4.5094,71.73,2066963445.52,2.9192,356394236.5,1580535283.33,0.0,0
600730.SH,*ST高科,教育,2023,0,9.4293,0.0589,-172722.34300976,0.1017,14.1816,13.3027,0.1552,-4920917.29,-0.005,44.0322,73.9834,1.6906,-0.1514400673157,-0.3475,96.9069,-0.104,-61027864.55,,-4.0234,13.9148,848000649.87,0.0934,-0.2355,4.6259,25.89,2056710662.12,-3.1311,123177819.62,1096898288.92,0.0,0
002299.SZ,圣农发展,养殖业,2021,0,18.3431,0.9057,1355.3293968309,3.755,0.6684,41.7771,0.7186,644310071.66,0.3619,1.4232,8.7087,5.4585,4.0838645391611,3.1244,-78.0431,1.4812,1842563426.53,77.507,3.6241,0.2228,4520219495.09,5.3373,4.0304,-15.7226,66.49,17043553749.83,14.1638,14478196536.2,-2092748235.41,0.0,0
600360.SH,*ST华微,半导体,2022,1,4.3532,0.2854,458.04761988815,0.4594,2.0171,52.9853,1.1277,150623645.74,0.06,1.2764,21.1424,6.283,0.69204316789104,3.0593,-50.0906,0.512,491660397.56,17.0325,2.6943,1.8524,1126681870.04,-11.6246,2.2006,-1.8631,26.41,6902141258.2,1.6962,1953144398.94,2133164169.65,0.0,0
002951.SZ,金时科技,其他电源设备Ⅱ,2021,1,5.6553,0.2229,,0.5837,4.6527,9.5347,0.106,59203522.81,0.14,1.3716,33.3698,3.929,13.959164596305,14.2275,-70.5382,0.3519,142521692.1,86.7906,16.5533,4.1235,465429300.8,-39.4785,3.4104,-10.1434,84.57,1787294816.25,6.0909,386991754.17,474236772.82,0.0,0
002906.SZ,华阳集团,汽车零部件,2023,0,2.8469,0.8677,1753.022838699,1.2662,2.1074,36.4552,0.5763,479460428.04,0.94,4.4531,22.3609,4.4092,42.601582848222,6.5818,22.1731,0.8435,442218585.04,84.5133,6.6342,1.645,3132708162.07,26.5866,5.8294,-0.2883,67.55,9452636036.47,35.0956,7136862025.63,3508253730.08,0.0,0
002366.SZ,融发核电,其他电源设备Ⅱ,2023,0,1.7304,0.0976,-5985.2129314128,0.1647,3.794,38.0161,0.6824,187166789.06,0.098,0.4985,21.8782,0.8624,2.0240655778563,26.8974,-49.3842,-0.3607,-750539091.53,-19.6226,-0.1216,2.8843,-431446232.04,46.7718,2.4524,-13.9489,63.16,8347950021.86,20.7069,744831875.11,3335134571.73,0.0,0
300645.SZ,正元智慧,计算机设备,2022,0,1.9172,0.5107,211.50388978362,0.846,1.2792,49.9696,1.2151,81973734.92,0.52,3.6353,38.2635,2.606,32.571141652874,6.9451,21.9127,0.2907,40794469.8,-27.1723,6.1221,0.9927,409169431.42,12.3994,3.9308,0.0405,39.43,2419211604.33,38.1141,1065042890.31,294120781.42,0.0,0
300137.SZ,先河环保,环保设备Ⅱ,2022,1,1.3709,0.4168,-17792.55503972,0.5338,4.7842,16.9082,0.2074,-96076575.01,-0.18,4.6129,38.7218,1.9722,-7.2608238195397,-9.274,-238.3521,-0.27,-146868204.32,,-9.2444,3.8592,992593690.11,-9.272,-3.9724,-8.3515,22.76,2332375607.77,-6.8843,1008131304.72,1435577596.13,0.0,0
603559.SH,ST通脉,通信服务,2021,1,0.8892,0.3245,-29.478164499645,0.4072,1.3405,65.6212,1.8852,-367911163.54,-2.49,9.6049,9.7861,1.274,-41.511784313084,-67.6296,-11161.3863,-0.0344,-4935620.04,,-72.8305,0.867,-110668642.19,-18.3376,-22.2329,-52.1126,16.67,1458858411.74,-21.1751,536988161.19,318327953.96,1.0,1
300211.SZ,*ST亿通,通信服务,2023,1,3.6386,0.3063,121247.16426704,0.4285,5.8708,12.7878,0.1466,-16031460.33,-0.0018,2.4631,30.2778,4.1234,0.6267582372127,-0.3051,-102.2161,0.1223,37164729.29,,-4.2359,5.2125,161990989.26,-46.1194,-2.6952,-5.1037,59.13,596679064.54,0.6255,182219925.61,347442655.28,0.0,0
002281.SZ,光迅科技,通信设备,2022,0,4.3507,0.7133,4401.3245102262,0.9726,2.2452,38.2923,0.6198,609143281.37,0.9,5.5641,23.6075,2.3306,10.411092226913,8.8772,7.2525,0.9156,639235162.17,87.0377,9.9253,1.4112,3143321037.08,6.5612,6.2859,-0.3048,48.91,9903392743.45,4.4891,6911881248.07,3844642479.04,0.0,0
001234.SZ,泰慕士,服装家纺,2023,0,5.5687,0.7134,6823.5892743244,0.9823,3.4201,20.9915,0.2657,68406826.55,0.61,3.7954,18.5591,4.5851,1.3422879721228,8.1605,-15.167,0.4687,49989729.66,76.5703,9.0245,2.7876,257084457.13,7.6616,6.1088,-3.9684,74.14,1133137281.34,2.4077,798868205.28,564803590.64,0.0,0
600119.SH,*ST长投,物流,2022,0,5.864,1.6049,1034.758609083,2.2173,1.5478,53.7846,2.1103,1700167.09,-0.04,16.8051,5.2705,31.3469,-6.7015129294815,-0.8218,89.4784,0.2428,88676626.25,,-0.3237,1.4253,-690780258.71,15.5189,0.2146,41.3872,53.37,773649728.44,-4.6072,1271575887.23,204692095.75,0.0,0
301218.SZ,华是科技,IT服务Ⅱ,2021,0,2.1989,0.7965,,0.9011,1.6933,52.8098,1.1417,69903048.09,1.05,9.926,26.0738,2.2558,21.611641246996,11.8597,14.6004,0.2655,15140362.44,79.3706,13.6426,1.1899,197197374.88,12.0941,10.6178,-1.3781,96.3,729883124.69,24.3769,524370122.5,267229552.87,0.0,0
688039.SH,当虹科技,IT服务Ⅱ,2022,0,1.0747,0.1937,-1221.164326924,0.2768,3.7324,15.4902,0.1845,-124105110.81,-1.23,10.8124,27.3351,4.1637,-10.943029584984,-29.7163,-260.7046,-0.4718,-37893330.61,,-34.4685,3.2227,161013171.08,-20.7456,-7.2536,-10.8895,57.37,1625034419.55,-9.5613,331441118.78,668793379.94,0.0,0
600169.SH,ST太重,专用设备,2023,1,1.5288,0.2654,41.561527794554,0.3773,1.3327,80.367,5.1553,727230446.42,0.0551,2.1933,20.8072,0.6822,9.2513151093565,1.9648,-14.3453,0.0695,234891410.2,7.2277,2.3108,0.6936,-576182895.11,4.1246,2.3054,-0.8365,51.29,31776082401.75,1.474,8371212304.72,5478198811.93,0.0,0
002564.SZ,天沃科技,专业工程,2021,1,1.5051,0.2769,-126.42579590449,0.3304,0.9895,97.0416,51.0692,-1341599232.13,-1.55,6.0405,15.8192,2.6023,-72.890696688606,-19.728,-39.9787,-0.708,-615484148.17,,-23.649,0.7963,-2558736043.13,-15.5623,-4.8406,-73.4632,35.12,26424599204.16,-8.9019,7674906584.02,-230075180.01,0.0,0
603261.SH,*ST立航,航空装备Ⅱ,2023,1,0.7383,0.2061,-1983.6468598291,0.2868,3.1381,25.2828,0.3384,-80558384.49,-0.89,1.846,13.8213,1.3428,-6.7845598366302,-29.1157,-294.6448,-0.673,-52707622.94,,-29.2555,2.3638,206874108.73,-36.5502,-7.0767,-13.0913,72.24,1092240664.16,-7.7867,234616279.52,501469181.04,0.0,0
002989.SZ,中天精装,装修装饰Ⅱ,2023,0,,0.2496,-211.77971518149,0.3072,2.9481,43.834,0.7804,-38543085.23,0.05,4.6105,9.5461,76.968,-5.4591325688315,1.013,-87.6238,-0.441,-80133668.15,,-6.0041,2.9312,581437007.36,-58.7072,-1.1693,-3.4337,69.02,2968524990.68,-18.0817,822862890.35,1515531035.71,0.0,0
300334.SZ,津膜科技,环境治理,2023,0,0.9156,0.1612,-469.47811421706,0.4591,1.7282,36.183,0.6155,5432234.8,-0.04,0.9714,28.6003,2.0123,-3.4578536236916,-5.4691,94.094,-0.25,-76869244.58,,-7.6322,1.3649,-792431809.93,-17.6846,0.4346,25.3059,46.49,964954871.76,-37.1266,201518867.69,184429409.13,0.0,0
301302.SZ,华如科技,军工电子Ⅱ,2023,0,0.5512,0.1465,-15120.291938909,0.1608,10.8569,9.2262,0.1016,-313721956.99,-1.4,14.1589,38.8866,0.9402,-9.3718094096648,-61.2203,-265.7593,-1.5537,-245801323.36,,-84.5043,9.3808,336775922.29,-56.5518,-12.6969,-17.8856,57.12,2361118082.54,-8.5046,362028349.15,1851188972.66,0.0,0
300147.SZ,*ST香雪,中药Ⅱ,2023,1,3.524,0.2719,111.12937014701,1.3073,0.3534,72.0647,3.1004,-153096315.82,-0.59,0.6597,34.3483,3.4371,-16.563255598588,-17.4726,26.6186,0.3984,263441902.31,,-14.4704,0.2557,-882059942.79,5.131,-1.8101,2.2065,30.22,8280629979.39,-4.1037,2299287682.53,-3337337741.73,2.0,1
301328.SZ,维峰电子,其他电子Ⅱ,2022,0,4.8334,0.3861,70712.100988636,0.4904,13.6107,8.0245,0.0878,110252055.85,1.88,4.4043,43.7368,2.7773,363.61756294687,23.337,11.9631,1.3942,102143290.46,98.0869,24.7278,12.6662,309890853.48,17.5574,8.8636,-18.9576,76.05,2005807144.14,316.1995,480292185.12,1536892368.55,0.0,0
300300.SZ,海峡创新,IT服务Ⅱ,2022,1,1.5913,0.1117,45.207994899176,0.2863,0.5668,72.4308,2.6232,-165188372.85,-0.26,3.6953,-5.0686,14.7505,-31.911753435125,-108.0312,51.4734,0.0201,13477436.49,,-114.9389,0.5263,-1299400871.42,-65.4354,-11.2607,11.3758,33.38,1337464668.97,-16.2219,163863834.24,-370192922.23,0.0,0
000752.SZ,*ST西发,非白酒,2023,0,,0.3678,397.34585816007,0.5954,1.6729,40.627,3.3727,47700869.46,-0.0977,3.2774,30.0936,11.1908,313.02493512719,5.0693,67.3481,0.3333,87919051.05,151.3208,9.4028,1.5734,-365985759.44,21.6448,5.2075,,31.65,926558573.0,2.3298,336883697.71,232987566.78,1.0,1
600624.SH,ST复华,化学制药,2023,1,8.3153,0.3745,35.18192505436,0.6379,1.321,53.7895,1.225,11229779.23,-0.032,1.6386,43.3013,0.6094,-3.3233950563582,-3.0933,-252.5411,0.0103,7033862.4,,-0.2678,0.504,-11122465.82,-13.8562,0.6187,-1.9798,35.78,1769467818.6,-4.8882,679678938.29,251956521.78,0.0,0
603580.SH,*ST艾艾,塑料,2023,1,2.6029,0.2922,4388.6518362398,0.7533,3.1384,13.7498,0.1655,1699143.43,0.0179,0.8725,33.9555,1.1341,0.41056124519995,0.8491,183.3754,0.2315,30244486.73,-32.6082,0.8718,1.4226,233097226.13,-12.4061,0.3211,1.157,71.03,528372737.29,-0.2944,154618920.43,129645849.16,0.0,0
300326.SZ,ST凯利,医疗器械,2023,1,3.2655,0.2827,4178.4353582178,0.5416,5.1853,12.0857,0.1417,123111807.7,0.157,3.1892,51.6667,1.2924,4.3902291130784,13.2386,628.7787,0.3825,274260691.58,64.7268,14.6483,3.9141,1411267363.12,-17.991,3.639,4.7973,20.19,3354004114.33,-1.704,956259537.45,1378605087.46,0.0,0
002078.SZ,太阳纸业,造纸,2023,0,18.89,0.8024,992.05444779027,3.1069,0.7624,48.2593,0.9364,3962746207.96,1.1,1.2586,15.8906,6.7102,12.849122795703,7.8419,9.8582,2.368,6617497062.06,96.0041,8.3361,0.4195,19126076025.47,-0.5597,8.0409,-0.8736,57.51,50550753003.16,5.2834,39544343151.16,-4010999407.03,0.0,0
001202.SZ,炬申股份,物流,2023,0,11.4553,0.7805,1279.4302633073,2.2736,1.4396,42.587,0.7418,93428581.56,0.48,3.6097,14.8087,30.3941,6.1488742987776,6.2541,54.3183,1.25,160714225.28,87.6647,8.6641,1.2931,200702709.38,-8.3398,7.3338,3.15,75.55,1286566275.02,2.0021,994343254.18,118962400.57,0.0,0
000668.SZ,*ST荣控,房地产开发,2023,1,8.9999,0.0561,12.49942787432,0.0936,1.4607,40.5044,0.6808,-22626174.22,-0.34,77.0629,27.8674,0.0807,-9.5791301029627,-45.6012,-30.852,0.0246,3611557.51,,-43.6242,0.2026,864816348.6,-81.6472,-1.0828,-1.1155,50.42,1851477014.77,-20.4602,117206660.22,345373509.69,0.0,0
603608.SH,天创时尚,服装家纺,2022,1,8.0607,0.5408,428.9341039397,0.9198,5.0512,37.0435,0.5928,-127524962.0,-0.44,2.2814,58.3692,1.3547,-14.171402578814,-14.0484,-176.7737,0.2333,97923374.0,,-11.1163,3.4136,-117696223.0,-33.8948,-5.4182,-8.376,54.33,2143811124.0,-16.37,1272795480.0,953685589.0,0.0,0
301591.SZ,肯特股份,塑料,2023,0,3.3537,0.7735,33758.38599457,1.0245,6.4074,11.8995,0.1351,85595923.58,1.19,4.4133,38.1254,2.8581,19.096086136382,19.3154,2.7178,0.6985,44068851.99,95.0419,22.1608,4.9841,251520697.72,4.7251,16.9829,-3.0647,81.35,533302717.21,12.3406,389842844.02,333667225.43,0.0,0
603038.SH,华立股份,装修建材,2023,0,7.491,0.3896,716.05377413649,1.0915,2.8545,32.7262,0.495,30885348.0,0.09,1.6047,21.5655,4.953,0.87479765806692,2.5633,74.4667,0.5536,114410641.54,34.636,2.2995,1.9676,680051656.56,2.5927,1.5178,0.5883,58.53,2036575663.25,0.1608,792794236.39,447577861.66,0.0,0
002630.SZ,*ST华西,其他电源设备Ⅱ,2023,1,2.4672,0.1852,66.639575278516,0.5358,0.7935,92.4148,15.2666,53588686.38,-0.1635,2.1293,17.744,3.0584,-32.056260568456,-10.8612,74.4983,0.1956,230906579.45,,-11.4273,0.6733,-1369695157.36,117.2951,0.5316,33.7732,17.98,9997029601.31,-1.6301,1866865931.96,-941977034.84,0.0,0
688208.SH,道通科技,计算机设备,2022,0,3.9446,0.4802,-912.11643011869,0.728,4.1362,42.1515,0.7242,212606378.37,0.23,2.0664,57.0073,0.9238,6.546361154954,3.6022,-76.7438,-0.8475,-382964140.27,76.012,8.3558,2.5407,1196125565.29,0.5255,4.5068,-12.8181,55.05,5233545202.19,24.5659,2265555176.93,2689975409.09,0.0,0
